category,subcategory,name,price,discount,quantity,likes,isnew,brand,colour1,colour2,photo
men,T-Shirts,T-shirt imprimé en coton,11.99,47,301.5,201,0,,White,Grey,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0C/93/ebab6774-45d5-4729-93f6-3f3e817a5309.jpg
men,Suits,Ensembles de lumières à imprimé banane,27.99,58,46.5,31,0,,Green,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/99/82cdec2d-e95d-4d58-87e4-4088bc224189.jpg
men,Shirts,Chemises à manches longues de couleur unie,17.99,50,69,46,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8D/CE/6d44e6bb-cd30-483b-b6af-12cedc1d06b1.jpg
men,Débardeurs,Débardeurs imprimés astronaute étoilé,14.99,47,85.5,57,0,,Black,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/15/92/cf2f5d67-0772-4091-9f94-256aa3a1fd05.jpg
men,Suits,Costumes imprimés de dessin animé drôle de l'espace,32.99,50,78,52,0,ChArmkpR,Bleu foncé,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0F/9A/d0303c3c-2abb-488c-8ea9-fc3415181681.jpeg
men,Boxers & Slips de bain,Slip de bain sexy rembourré,22.39,32,4.5,3,0,,Blue,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/91/56/b84e46f1-599f-4909-9b29-9dbf51773bd4.jpeg
men,Shorts de bain,Pantalon de plage décontracté à imprimé requin et fleuri,15.99,48,3,2,0,,Black,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/06/da0ecb76-3f9b-4ff0-8591-ee08ab186ade.jpg
men,Shirts,Chemises respirantes en coton imprimé végétal,21.99,50,4.5,3,0,,Black,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/B1/bdea9302-8df6-4b85-ab76-d8e81f6bb535.jpeg
men,Sweaters,Pull décontracté en tricot maigre pour hommes ,30.44,43,126,84,0,,Gris foncé,Gris clair,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F9/89/6ea14e2a-73db-419f-b3a4-caa6a2cddc6a.jpg
men,T-Shirts,T-shirt à capuche à manches raglan,29.99,50,16.5,11,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8C/26/702faf14-026b-46db-a359-617226d0d918.jpg
men,Shirts,Chemises rétro à fleurs vintage,21.99,50,18,12,0,,Noir,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/84/E9/e5446eee-a811-4cd5-a16f-210d3e50ca9f.jpeg
men,T-Shirts,Starry Sky T-shirts imprimés à col rond,19.99,50,15,10,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/06/52/0cc0b07f-42b8-415a-b9a8-d943f54529d8.jpeg
men,T-Shirts,T-shirts à manches courtes avec slogan,16.49,27,139.5,93,0,,Black,White,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/5B/c5a48192-f9fd-45c4-81b6-148a81c86abe.jpg
men,Overcoats,Manteau en fausse fourrure pour homme,91.99,43,192,128,0,,marron,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2C/DF/b9750369-9996-489e-bc62-276550d3dd6e.jpg
men,Pantalons,Pantalon cargo couture pour homme décontracté,58.79,37,85.5,57,0,,Noir,armée verte,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/85/AC/79b128e4-19be-42fd-9c6c-ea9b6e258a0c.jpg
men,Gilets,Les hommes épaississent le gilet chaud,27.29,32,82.5,55,0,,Gris,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/10/E6/650a2d75-4a34-4281-88eb-0314ca5ea534.jpg
men,Boxers,Boxer sport respirant en mesh,10.07,41,55.5,37,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/1E/2ef33be5-c3f9-4dc1-b2ed-2ce2d7a7d76b.jpg
men,Shirts,Plus Chemises hawaïennes de taille,42.89,30,67.5,45,0,,Comme le montre l&#39;image,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/29/869cff99-a641-4067-a04a-413bc78a3117.jpg
men,T-Shirts,T-shirts en coton à motif spatial,17.99,50,16.5,11,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/4B/6f6f7ff0-083d-49a9-9782-c885e34665c2.JPG
men,T-Shirts,T-shirts à col rond imprimés pour chiens de dessin animé,17.99,50,1.5,1,0,,White,Red,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/92/916761bb-3097-4c8d-bce1-a05200f0afb6.jpeg
men,T-Shirts,T-shirts respirants en lin de couleur unie,19.99,50,6,4,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/30/C7/3a5de0fc-95d8-4c1b-b6f0-ea82fbb45225.jpg
men,Cardigans,Manteau d'hiver tricoté chaud pour homme,46.99,47,39,26,0,,Red,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/A0/B5/5208c158-3ce0-415a-bcbd-8fc799d21b1c.jpeg
men,Boxers,Caleçon boxeur en coton rembourré,20.55,43,69,46,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/6E/C5/9c557c9f-c3c5-4d8b-8311-24d82a505cf6.jpg
men,Shirts,Chemises de travail en coton respirant,47.29,34,87,58,0,,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/DF/09f9317e-d28a-4533-a798-fa7c472200e3.jpg
men,Shorts de bain,Short de planche ample à séchage rapide,21.27,27,84,56,0,SEOBEAN,vert,rouge,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5B/01/997a11d2-8b77-409c-9fca-945a6b8673fb.jpg
men,Pantalons,Pantalon droit en lin de style chinois,49.34,36,85.5,57,0,,kaki,Gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CB/08/b3d35725-ecfd-426f-8ab9-f72ecb6f3319.jpg
men,Pantalons,US S-6XL Pantalon de sport de plein air à séchage rapide,59.84,37,66,44,0,,Marine,Kaki gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/yoins/images/A6/8C/dbba8f08-406c-4523-beec-5c07c351ddef.jpeg
men,Shirts,T-shirts en coton à étoiles,34.09,33,223.5,149,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/82/828cd8a8-4b04-483d-bed8-70da0d766462.jpg
men,Shirts,Chemise de pulvérisation de tournesol de vacances,24.14,40,154.5,103,0,ChArmkpR,Yellow,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/62/c3d42957-ee9d-4f6c-b04c-96a90c358b96.jpg
men,Shirts,Bluff - Chemises de poche poitrine à imprimé visage de bébé,19.99,47,55.5,37,0,,#01,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/41/7420ad3c-e2e5-4108-b706-20eb167c0d0e.jpeg
men,T-Shirts,T-shirt 100% coton à imprimé mécanique,17.99,47,24,16,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3E/53/24e8fc2c-fdf5-4967-9629-eddd044336af.jpg
men,Shirts,Chemises à manches courtes imprimées de graffitis géométriques,21.99,52,79.5,53,0,,Blue,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/90/F5/d86aff1a-805a-485b-b985-d3e72d69b722.jpg
men,T-Shirts,T-shirt ample imprimé soleil des fêtes et cocotier,19.99,50,22.5,15,0,,blanc,kaki,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5F/C3/8a639eb5-d10b-4202-bf19-83133af5223f.jpg
men,Shirts,Chemises à imprimé graffiti,21.99,50,21,14,0,,blanc,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/08/99/bd01a3b3-db15-4d89-a6ae-1d86d98f25ea.jpg
men,T-Shirts,T-shirts décontractés sexy à col en V profond,27.29,33,211.5,141,0,,Noir,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BA/27/0d7b3099-9f8d-4db6-a175-f96d01dd10bb.jpg
men,Bas,Pantalon sport mince à la taille et à séchage rapide,40.94,33,45,30,0,,Gris foncé,Gris clair,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A3/2C/f614271a-c121-4fce-9112-2e9aec29a341.jpg
men,Bas,PRO Pantalon de sport skinny respirant à séchage rapide,40.94,34,45,30,0,,Noir,Gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/63/EC/a6f4dea8-3ec3-4a2f-8efa-0c68bdc2e97a.jpg
men,Shirts,Chemise à manches longues en spandex à rayures pour hommes Bronzage Zebra,38.99,36,193.5,129,0,,Noir,rouge,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C3/CB/41649a79-2eb2-4b5c-ba23-cbe2bbd65b3b.jpg
men,Bas,Collant décontracté respirant à séchage rapide et patchwork,24.14,37,61.5,41,0,,Bleu,Gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/64/f0968dec-cf42-496c-9621-0425c41c01f7.jpg
men,Pantalons,Pantalon cargo camouflage en plein air 100% coton ,65.09,40,106.5,71,0,,# 01,# 02,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0D/F5/cf03753a-ca29-4376-8c4a-69689c8cd019.jpg
men,Overcoats,Gilet chaud épaissi d'hiver en fausse fourrure,58.79,38,207,138,0,,Comme le montre l&#39;image,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/C5/69f5b518-5b16-4482-8ce8-4bd5d951df1b.jpg
men,Bas, Pantalon décontracté sport doublé polaire et sportif,40.94,34,49.5,33,0,,Noir,Gris foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/B8/fc6cac06-3858-4dc8-8ee6-5dfbec9a949e.jpg
men,Shirts,Chemises à manches courtes à imprimé rose classique,28.59,31,52.5,35,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/0E/22f26d6e-89a5-4794-85c9-f04bc82f90e7.jpeg
men,Shirts,Chemises à col à revers imprimé voiture,23.99,50,3,2,0,,Green,Purple,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B8/A7/4340b999-5364-4f5c-9281-6bddb5be142b.jpeg
men,T-Shirts,T-shirt personnalisé Space Cat Printing  ,26.24,38,184.5,123,0,,# 01,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/01/BE/4dabdde9-fbc3-4e46-9032-1e683319f51a.jpg
men,Pantalons,Pantalon décontracté en coton lin à mollet-longueur,44.09,33,211.5,141,0,,Noir,blanc,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/A9/a0ab1b60-6100-4350-80e7-6e9dbc2a8356.jpg
men,Pantalons,Pantalon cargo slim à multi-poches,44.09,37,358.5,239,0,,Gris,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/88/AC/eff5988c-cc3b-4eaa-a0d7-ff4b90916d03.jpg
men,Shirts,Chemise de vacances décontractée à revers imprimé Little Daisy ,18.89,44,189,126,0,ChArmkpR,Army,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F9/88/c8affa96-249d-414e-a7aa-e676403248c1.jpg
men,T-Shirts,T-shirts de vacances à imprimé cocotiers,30.79,32,42,28,0,,White,Khaki,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/20/e74e0ea2-b574-45db-904c-4657caea9514.JPG
men,Shirts,Chemises imprimées de feuilles de plantes tropicales,21.99,50,6,4,0,,Black,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E4/E7/09752c1a-d55a-47c6-9e0b-50f5e464cc27.jpg
men,Shirts,Chemises à imprimé de plage Plant & Leaf,23.99,50,4.5,3,0,,Bleu,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A6/F0/6be32d59-b7ab-4d05-b70c-f7a5caa910e3.jpg
men,T-Shirts,T-shirts à motif camouflage,17.99,50,9,6,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/55/A5/986acfc6-c4f1-486a-8271-232c906780ff.jpg
men,T-Shirts,T-shirts amples à imprimé tigre 3D,17.99,50,7.5,5,0,,Jaune,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/42/A3/f00a1b15-cd7e-48b8-b3eb-c3aeb34ed33d.jpg
men,T-Shirts,T-shirts décontractés imprimés de chat de bande dessinée,16.19,55,3,2,0,,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C9/82/76f5d779-c949-4e57-b5c2-5d43997de7e1.jpg
men,Pantalons,Pantalon de broderie en lin de style chinois,37.39,34,60,40,0,,Navy,Khaki,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/84/2F/e1af0728-c8ed-4ff1-aac0-b9939b4b2cfc.jpg
men,Shorts de bain,Maillot de bain à poches multiples,15.99,0,13.5,9,0,,rouge,Gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/0B/96edf2e6-e10c-4099-85ef-39fddf0e429d.jpg
men,Shirts,Chemise à manches longues homme,31.89,28,142.5,95,0,,blanc,Bleu clair,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3C/D1/ed7e15ce-ebe7-4163-980a-d80e239e5e30.jpg
men,Shirts,Chemise à imprimé pour homme,45.09,28,217.5,145,0,,Noir,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/92/43/4c80629b-1841-4595-ad1d-cc6f69ae2308.jpg
men,Shirts,Créateurs 3D Pokers Printing Designer Shirts,29.69,28,66,44,0,,Noir,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B8/3B/38068a52-9852-4da7-bd4a-06e2e0989690.jpg
men,Boxers & Slips de bain,Mini short de bain patchwork,27.99,46,88.5,59,0,,rouge,café,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/2E/5cdba967-5b36-474d-952e-399127446447.jpg
men,Gilets,Veste décontractée à multi-poches de plein air,45.09,26,126,84,0,,Bleu,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/B9/d5f4f58a-c7fd-4091-b171-97b99a318646.jpg
men,Vestes,Mens Cool Vintage Bomber Airforce Vestes,50.59,33,49.5,33,0,,Khaki,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/90/37/6f7f3ae3-eecb-4d9d-abae-50b470a234cf.jpg
men,Doudounes & Parkas,Plus Taille Camo Down Pad Jacket,79.19,46,97.5,65,0,,Camo Noir,armée verte,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F5/6B/ac6aa629-b5c1-4034-aaa5-dc90ac2ea1be.jpg
men,Hoodies,Sweat à capuche décontracté pour homme avec cordon de serrage,32.99,28,88.5,59,0,,Noir,Gris foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5C/CE/2068b757-3964-45a8-87ad-f188f736b4ac.jpg
men,Suit Jackets,Blazer de revers d'étape de club de banquet de mariage ,46.19,42,79.5,53,0,,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/16/8B/7bb04df2-35fe-416f-a433-0ab00b69b6e7.jpg
men,Shirts,Chemise ethnique à imprimé stytle,46.99,37,184.5,123,0,,Marine,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/10/83df927b-7ec6-447c-a969-52c4f77a1b11.jpg
men,Shirts,Chemise Décontractée Business En Couleur Solide A Imprimé Avec Manches Longues A Grande Taille Pour Homme,30.79,32,286.5,191,0,,rouge,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/yoins/images/62/69/7bc08079-2fd8-4d7e-8976-5ce0cd6e0f66.jpeg
kids,Sandals,Unisexe Kids Comfy antidérapant jardin chaussures de sabot d'eau de jardin,6.99,46,90,60,0,,Yellow,Green,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/34/6802aef2-ca27-43c3-916e-9e1b247c74db.jpg
kids,Chaussures pour garçon,Sandales de plage légères pour garçon,12.45,43,237,158,0,,vert,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CA/7E/a18ba779-63c0-433b-b1fa-5ea22e10d7e0.jpg
kids,Robes,Girls Unicorn Rainbow Stripe Print Short-sleeved Casual Dress For 3-8Y,19.99,50,63,42,0,,Pink,Gray,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/70/AC/cf8ca027-113c-4471-9ec2-3766468ee7af.jpg
kids,Costumes pour bébé,18pcs nouveau-né baby shower coffret pour 0-6m,45.12,60,525,350,0,,Jaune,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/1C/78d9d643-9016-4f8d-bac6-9429ca92684b.jpg
kids,Pantalons & Jupes,Combinaison dos nu fille pour 3Y-11Y,20.05,60,1029,686,0,,Gris foncé,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/DF/ba8e4236-58a1-48dd-b9f0-b19033e45c8b.jpg
kids,Pantalons & Jupes,Combinaison à fleurs Bohème pour filles,24.06,60,1000.5,667,0,,Orange,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6F/0A/98109920-bc9a-4d12-a4b2-7c6d0970cbb6.jpg
kids,Robes,Robe de fleur de princesse fille 2PCs pour 1-7Y,32.09,60,256.5,171,0,,Blue,Wine Red,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/90/A7/b5ea36fb-c124-496c-89dd-933d12d51625.jpg
kids,Robes,Filles Robe Grise Plissée Pour 4Y-15Y,49.14,60,1128,752,0,,Rose,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/10/117b0972-0658-453f-a141-3b059c9e4c1d.jpg
kids,Robes,Filles Sling Sun Print Dress mignon pour 2-9Y,15.03,60,394.5,263,0,,Yellow,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/03/0c6e99b1-c67d-43bb-9cc5-7f6422e09cc9.jpg
kids,Robes,Robe mère-fille fleurie assortie,23.99,40,156,104,0,,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/05/B5/e9d63ee4-cb58-410b-a5ed-d78eaf496071.jpg
kids,Salopettes & Combinaisons,Barboteuses d'impression de bande dessinée de bébé pour 0-18M,18.04,60,133.5,89,0,,#01,#02,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/28/9D/decbd813-c0ee-40bd-bfc3-cca29559e09d.jpg
kids,Pantalons & Jupes,Combinaisons Dot Design Girls pour 2Y-11Y,26.07,60,1567.5,1045,0,,Noir,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/20/17ae0180-48e8-4d12-9485-8846486e1f8b.jpg
kids,Maillots de bain,Ensemble de maillots de bain 3 pièces pour fille de 4ans - 13ans,24.06,60,643.5,429,0,,Bleu ciel,vert,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/DD/24b24e9c-39c7-4620-94dd-c4f91be6d653.jpg
kids,Coutumes & Co-ords,Ensembles de vêtements pour tout-petits garçons pour 3-11 ans,23.06,60,796.5,531,0,,Noir,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/9E/50bd5196-e6c6-4501-98a6-7e0a663840fb.jpg
kids,Tops & T-shirt,T-shirt garçon imprimé crocodile pour 2-8 ans,9.49,50,45,30,0,,Dark Blue,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg
kids,Brassières de grossesse,Brassière de grossesse en coton souple respirante,14.03,60,1741.5,1161,0,,Grey1,Coffee,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/AE/f02bc82b-4e55-4698-94e0-e04ee0ad7ae1.jpg
kids,Robes,Robe de princesse fille licorne pour 3-13 ans,29.08,60,1465.5,977,0,,Jaune,Violet,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg
kids,Tops & T-shirt,T-shirt d'été pour garçon dinosaure pour 2-10 ans,11.52,60,66,44,0,,Green,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg
kids,Costume & Jupe-culotte,Ensemble d'impression de tournesol pour fille pour 1-7 ans,18.49,50,109.5,73,0,,Yellow,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg
kids,Pyjamas,Pyjama rayé dinosaure garçon pour 1 à 7 ans,17.49,50,43.5,29,0,,Gray,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg
kids,Robes,Robe pour fille de 2-8 ans,28.07,60,903,602,0,,blanc,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg
kids,Flats & Loafers,Unisexe Enfants Comfy Respirant Soft Semelle Décontractée Slip On Chaussures Plates,18,56,30,20,0,,White,Red,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/92/48d2c82a-983c-4100-a810-0ab5f32fa474.jpg
kids,Robes,Robe à bretelles Flower Girl pour 1 à 7 ans,20.05,60,490.5,327,0,,rouge,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/EC/b526836a-69cb-4e81-8770-54903e0c3d23.jpg
kids,Sandals,Unisexe Kids Classic Tie-Dye Hole Garden Water Clog Shoes,12.42,48,13.5,9,0,,Pink,White,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/0A/e801e7a2-2b52-4e6b-b2c4-0271d45192d1.jpg
kids,Brassières de grossesse,Soutien-gorge d'allaitement maternité boutonné devant,19.05,60,499.5,333,0,,Pink,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/69/EF/576ae464-457c-471f-b69d-a47b4f870471.jpg
kids,Costume & Jupe-culotte,Ensemble gilet et pantalon à volants pour fille pour 1-7 ans,18.55,50,136.5,91,0,,Blue,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg
kids,Brassières de grossesse,Soutien-gorge d'allaitement maternité confortable,14.03,60,487.5,325,0,,Rose,Nu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG
kids,Salopettes & Combinaisons,Gigoteuse chaude et velours pour 0-24M,21.05,60,477,318,0,,White,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/79/29cf0ec8-56f3-4ff2-ab21-ef1c023e00d1.jpg
kids,Robes,Soft Robe de fillette en coton 2Y-11Y,27.07,60,624,416,0,,gris,Marine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg
kids,Chaussures pour garçon,Chaussures causales à boucles à crochets respirantes unisexe,30.49,40,663,442,0,,Bleu foncé,rouge,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/17/cc190f21-e64e-4070-b813-f0657a7448d6.jpg
kids,Tops,T-shirt à 3D imprimé pour enfant de 1-9 ans,17.04,60,634.5,423,0,,1,2,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/CB/28b3a50c-3d96-464c-b37a-162215b3557c.jpg
kids,Costume & Jupe-culotte,Ensembles de vêtements floraux pour 2-9 ans,22.06,60,966,644,0,,Rose,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/77/26f5c160-4191-46b5-aad2-c3693beba4af.jpg
kids,Brassières de grossesse,Brassière de grossesse,10.02,60,3222,2148,0,,blanc,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C9/8B/12517c3c-61fc-43b2-a789-319f4c214541.jpg
kids,Robes,Flower Girls Casual Dress Pour 2-11Y         ,22.06,60,349.5,233,0,,blanc,Bleu marin,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/04/922063a4-ff1a-4016-919d-eafdcd92a177.jpg
kids,Pantalons,Short de sport pour garçon animalier pour 2Y-11Y,25.06,60,282,188,0,,blanc,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/4D/a14eb7b5-1035-44bb-8be8-bd662828e47f.jpg
kids,Robes,Robe de dessin animé pour fille de 2-9 ans,19.05,60,927,618,0,,Long Sleeve,Short Sleeve,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CD/DB/5f32b25b-bc06-4154-91a2-7ce39055409a.jpg
kids,Robes,Robe à volants à fleurs bleues pour fille 3-10 ans,17.99,50,45,30,0,,As Picture,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/39/5f48131c-f1f8-4eae-ad40-bf6281d19321.jpg
kids,Robes,Princesse Layered Girls Dress Pour 3Y-11Y,33.38,60,574.5,383,0,,Violet,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/FA/0be1ecf4-06de-4e35-ba83-c33dfccebb79.jpg
kids,Blousons & Vestes,Manteau Trench Imperméable pour Enfant Garçon Fille,29.08,60,1411.5,941,0,,Noir,Bleu foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/13/4107ca3e-e409-45e5-91c8-edb44d14fe56.jpg
kids,Robes,Casual Robe imprimée à col en V pour 4-15Y,21.05,60,364.5,243,0,,Jaune,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/32/e0240399-6a46-48c7-83c5-839440313ab3.jpg
kids,Robes,Fleur filles robe en mousseline de soie pour 4Y-15Y,23.06,60,1434,956,0,,blanc,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D0/38/9a59f896-a522-408c-935d-b534259b8f20.jpg
kids,Robes,Vintage filles lâche robe pour 4-15 ans,25.06,60,424.5,283,0,,Comme image,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BB/36/c8cc7225-68b8-43dc-aae6-01d58413f839.jpg
kids,Chaussures pour fille,Filles toile dessin animé belles chaussures de sport,24.49,45,460.5,307,0,,blanc,Bleu foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E9/80/fe1c509c-4cf6-4aef-8f60-8e3a87c68ae0.jpg
kids,Costume & Jupe-culotte,Panda Pattern Girls Ensembles décontractés pour 3-11Y,24.53,60,645,430,0,,blanc,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/28/75/7b8e9234-b3a5-4f22-aa6f-1df6b57970f8.jpg
kids,Coutumes & Co-ords,Ensembles de shorts en lin et coton pour garçons 2-7 ans,22.06,60,663,442,0,,Gris,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C7/39/d255b288-79dc-4b82-a2e8-5a905ad251d9.jpg
kids,Costume & Jupe-culotte,Ensemble à carreaux à volants pour fille pour 1-7 ans,16.54,60,61.5,41,0,,White,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/00/DA/10d1572d-3e67-42f2-84d4-a0e0c8714e0e.jpg
